Ville,Titre,Lien,Description,Prix,Localisation,Détails
lyon,Appartement - 4 pièce(s) - 84 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286600363A1KIVHAP000,"Je vous propose à la vente, dans une résidence arborée, calme et bien entretenue, ce 5 pièces de 84 m² entièrement rénové avec goût et matériaux de qualité.  il est situé dans l'agréable quartier de saint-rambert, limite st cyr au mont d'or, à...",255 000 €3 036 € / m2,,"Exclusivité, 4 pièces, 3
chambres, Garage, Ascenseur, DPE :C148kWh/m².an22kg CO2/m².an"
toulouse,Appartement - 1 pièce(s) - 17 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286933513A1KIVHAP000,"Studio de 17m2 meublé à 2 min du métro saint michel
il est en réa de jardin avec grande terrasse privative de 16m2
calme et sans vis à vis 
salle de bain avec baignoire et wc wi176494455 vente immobilier appartement toulouse (31000) appartement...",110 000 €*6 471 € / m2,,"Studio - 1 pièce, 1
chambre, Balcon, DPE :G"
toulouse,Maison - 6 pièce(s) - 180 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287207073A1KIVHMN000,"Située à toulouse, dans le quartier prisé du toec, cette maison d'architecte des années 1978 vous séduira par son cachet, ses volumes généreux et son fort potentiel. cette maison bénéficie d'un environnement agréable et familial. proche des...",525 000 €2 917 € / m2,,"Exclusivité, 6 pièces, 4
chambres, Terrain 1 069 m2, DPE :D226kWh/m².an49kg CO2/m².an"
toulouse,Appartement - 2 pièce(s) - 25 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287176585A1KIVHAP000,"Studio 25 m² avec jardin 32 m² et place de parking privés et protégés, à 5 min à pied du métro saint-michel, dans une petite copropriété rue des saules :
- entrée donnant sur une grande salle de bain avec baignoire, wc et fenêtre,
- couloir avec...",138 000 €*5 520 € / m2,,"2 pièces, 1
chambre, Garage, DPE :D"
toulouse,Maison - 5 pièce(s) - 149 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1286024315A1KIVHMN000,"Dans un secteur calme, entre les minimes et négreneys, découvrez cette authentique maison toulousaine des années 1930, au charme préservé et à l'emplacement privilégié, à proximité immédiate des transports, commerces et écoles.  Édifiée sur une...",630 000 €4 228 € / m2,,"Exclusivité, 5 pièces, 3
chambres, Terrain 805 m2, DPE :E292kWh/m².an64kg CO2/m².an"
toulouse,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286858998A1KIVHAP000,"Vente appartement 2 chambres.
Appartement 65m2 et terrasse loggia 21 m2 . appartement 3 pièces de 65 m², situé dans une résidence sécurisée et bien entretenue du quartier borderouge, à deux pas des parcs, écoles et transports.
un intérieur fonctionnel et agréable à vivre...",183 950 €*2 830 € / m2,,"3 pièces, 2
chambres, Garage, Balcon, DPE :D"
toulouse,Maison - 4 pièce(s) - 114 m²,https://www.paruvendu.fr/immobilier/vente/maison/1281377312A1KIVHMN000,"Toulouse  saint-simon . villa t4 de plain-pied  moderne, lumineuse & bien agencÉe  nous avons le plaisir de vous proposer cette superbe villa contemporaine t4 de plain-pied, située dans le secteur dynamique et recherché de saint-simon, à...",399 000 €3 500 € / m2,,"4 pièces, 3
chambres, DPE :C67kWh/m².an11kg CO2/m².an"
toulouse,Appartement - 1 pièce(s) - 25 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287171760A1KIVHAP000,"Particulier vend à toulouse, route de seysses, t1 de 25 m², en rez de chaussée, avec 9 m² de terrasse, sans vis à vis, une place de parking en sous-sol, un local à vélo sécurisé. pièce à vivre lumineuse, une cuisine équipée, une salle de bain avec...",85 000 €*3 400 € / m2,,"Studio - 1 pièce, 1
chambre, Garage, Balcon, DPE :C"
toulouse,Maison - 7 pièce(s) - 197 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1286851169A1KIVHMN000,"Bas côte pavée, à 5 minutes à pied de la place dupuy, maison de ville t6/7 esprit loft de 197m² habitables avec piscine et garage.    cet ancien atelier entièrement réhabilité en 2014, se compose d'une magnifique pièce à vivre avec séjour...",850 000 €4 315 € / m2,,"7 pièces, 5
chambres, Terrain 240 m2, DPE :C149kWh/m².an4kg CO2/m².an"
toulouse,Appartement - 3 pièce(s) - 68 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287132830A1KIVHAP000,"Situé entre aucamville et lalande, dans une résidence moderne et sécurisée, cet appartement t3. adapté (pmr) à personne à mobilité réduite, offrant une qualité de vie optimale. profitez de son jardin de 148,63 m² et de sa terrasse à usage...",160 000 €*2 353 € / m2,,"3 pièces, 2
chambres, Garage, Balcon, DPE :B"
